"States","year","crimeRate","recidivismRate","decriminalizedMarijuana","legalizedMedicinalMarijuana","legalizedRecreationalMarijuana","population","alcoholism","medianHouseholdIncome","unemploymentRate","Percent of Population Male","Percent of Population Female","Percent of Population with High School Diploma","Percent of Population with a Bachelors Degree or more","Percent population White","Percent population Black or African American","Percent population Hispanic","Percent of Population Asian","Percent of Population American Indian/Alaska Native","Percent of Population Native Hawaiian or other Pacific Islander","Percent Multiple Races","Percent of Population 0-18","Percent of Population 19-25","Percent of Population 26-34","Percent of Population 35-54","Percent of Population 55-64","Percent of Population 65+"
"Louisiana",2015,3917.57479181659,36.2,"no","yes","no",4668960,17.2,45922,6.7,48.2,51.8,85,24,58.8,31.9,5.2,1.7,"0.5","N/A",1.9,0.251,0.089,0.121,0.243,0.131,0.165
"Louisiana",2014,3983.12321601036,34.1,"no","no","no",4648990,18.2,42406,5.6,48.2,51.8,85,24,58.8,31.9,5.2,1.7,"0.5","N/A",1.9,0.251,0.089,0.121,0.243,0.131,0.165
"Louisiana",2013,4100.11569823757,35.1,"no","no","no",4629284,18,39622,6.8,48.2,51.8,85,24,58.8,31.9,5.2,1.7,"0.5","N/A",1.9,0.251,0.089,0.121,0.243,0.131,0.165
"Louisiana",2012,4030.99953195626,36.2,"no","no","no",4602134,NA,NA,NA,48.2,51.8,85,24,58.8,31.9,5.2,1.7,"0.5","N/A",1.9,0.251,0.089,0.121,0.243,0.131,0.165
"Louisiana",2011,4238.51187142687,36.4,"no","no","no",4574766,14.7,40658,7.3,48.2,51.8,85,24,58.8,31.9,5.2,1.7,"0.5","N/A",1.9,0.251,0.089,0.121,0.243,0.131,0.165
"Louisiana",2010,4200.07906994038,35.4,"no","no","no",4545343,14,39300,7.5,48.2,51.8,85,24,58.8,31.9,5.2,1.7,"0.5","N/A",1.9,0.251,0.089,0.121,0.243,0.131,0.165
"Louisiana",2009,4414.55131213274,NA,"No","No","No",4492076,13.4,45433,6.8,48.2,51.8,85,24,58.8,31.9,5.2,1.7,"0.5","N/A",1.9,0.251,0.089,0.121,0.243,0.131,0.165
"Louisiana",2008,4479.32754087924,NA,"No","No","No",4410796,13.3,39563,4.6,48.2,51.8,85,24,58.8,31.9,5.2,1.7,"0.5","N/A",1.9,0.251,0.089,0.121,0.243,0.131,0.165
"Louisiana",2007,4805.45531961677,39.3,"No","No","No",4293204,NA,NA,NA,48.2,51.8,85,24,58.8,31.9,5.2,1.7,"0.5","N/A",1.9,0.251,0.089,0.121,0.243,0.131,0.165
"Massachusetts",2020,1361.99306774686,32,"yes","yes","yes",6893574,20.3,84385,17.1,48.6,51.4,91,44,70.5,7,12.4,6.7,"0.2","<1.0",3.2,0.204,0.086,0.134,0.257,0.135,0.184
"Massachusetts",2019,1509.24968560018,32,"yes","yes","yes",6894883,21.2,85800,3.2,48.6,51.4,91,44,70.5,7,12.4,6.7,"0.2","<1.0",3.2,0.204,0.086,0.134,0.257,0.135,0.184
"Massachusetts",2018,1613.9458216221,NA,"yes","yes","yes",6882635,20.4,86345,3.6,48.6,51.4,91,44,70.5,7,12.4,6.7,"0.2","<1.0",3.2,0.204,0.086,0.134,0.257,0.135,0.184
"Massachusetts",2017,1781.88280006283,NA,"yes","yes","yes",6863246,19,73227,3.8,48.6,51.4,91,44,70.5,7,12.4,6.7,"0.2","<1.0",3.2,0.204,0.086,0.134,0.257,0.135,0.184
"Massachusetts",2016,1940.36362272139,33,"yes","yes","yes",6823721,18.8,72266,4.3,48.6,51.4,91,44,70.5,7,12.4,6.7,"0.2","<1.0",3.2,0.204,0.086,0.134,0.257,0.135,0.184
"Massachusetts",2015,2078.34628491917,33,"yes","yes","no",6784240,18.4,67861,5.1,48.6,51.4,91,44,70.5,7,12.4,6.7,"0.2","<1.0",3.2,0.204,0.086,0.134,0.257,0.135,0.184
"Massachusetts",2014,2252.66035086847,32,"yes","yes","no",6755124,20.5,63151,6.1,48.6,51.4,91,44,70.5,7,12.4,6.7,"0.2","<1.0",3.2,0.204,0.086,0.134,0.257,0.135,0.184
"Massachusetts",2013,2452.54270686854,32,"yes","yes","no",6708874,20.6,62963,6.8,48.6,51.4,91,44,70.5,7,12.4,6.7,"0.2","<1.0",3.2,0.204,0.086,0.134,0.257,0.135,0.184
"Massachusetts",2012,2563.79581186892,32,"yes","yes","no",6645303,NA,NA,NA,48.6,51.4,91,44,70.5,7,12.4,6.7,"0.2","<1.0",3.2,0.204,0.086,0.134,0.257,0.135,0.184
"Massachusetts",2011,2679.89888910297,35,"yes","no","no",6607003,17.7,63313,7.4,48.6,51.4,91,44,70.5,7,12.4,6.7,"0.2","<1.0",3.2,0.204,0.086,0.134,0.257,0.135,0.184
"Massachusetts",2010,2825.62673652796,39,"yes","no","no",6555466,17.7,60934,8.5,48.6,51.4,91,44,70.5,7,12.4,6.7,"0.2","<1.0",3.2,0.204,0.086,0.134,0.257,0.135,0.184
"Massachusetts",2009,2761.01612066391,41,"Yes","No","No",6593587,17.6,59373,8.4,48.6,51.4,91,44,70.5,7,12.4,6.7,"0.2","<1.0",3.2,0.204,0.086,0.134,0.257,0.135,0.184
"Massachusetts",2008,2849.09110803425,39,"Yes","No","No",6497967,17.6,60320,5.3,48.6,51.4,91,44,70.5,7,12.4,6.7,"0.2","<1.0",3.2,0.204,0.086,0.134,0.257,0.135,0.184
"Massachusetts",2007,2823.02195974886,42.2,"No","No","No",6449755,NA,NA,NA,48.6,51.4,91,44,70.5,7,12.4,6.7,"0.2","<1.0",3.2,0.204,0.086,0.134,0.257,0.135,0.184
"Maryland",2020,2009.67600988275,NA,"yes","yes","no",6055802,14.6,87063,9.5,48.1,52,90,40,49.9,29.6,10.6,6.4,"0.2","N/A",3.2,0.235,0.085,0.118,0.247,0.144,0.171
"Maryland",2019,2404.67557639579,NA,"yes","yes","no",6054954,14.5,86700,3.3,48.1,52,90,40,49.9,29.6,10.6,6.4,"0.2","N/A",3.2,0.235,0.085,0.118,0.247,0.144,0.171
"Maryland",2018,2506.29493810433,32.2,"yes","yes","no",6035802,16.5,86223,3.8,48.1,52,90,40,49.9,29.6,10.6,6.4,"0.2","N/A",3.2,0.235,0.085,0.118,0.247,0.144,0.171
"Maryland",2017,2739.07030019298,NA,"yes","yes","no",6024891,16.2,81084,4,48.1,52,90,40,49.9,29.6,10.6,6.4,"0.2","N/A",3.2,0.235,0.085,0.118,0.247,0.144,0.171
"Maryland",2016,2800.69619463175,40.5,"yes","yes","no",6024752,15.7,73760,4.4,48.1,52,90,40,49.9,29.6,10.6,6.4,"0.2","N/A",3.2,0.235,0.085,0.118,0.247,0.144,0.171
"Maryland",2015,2847.91466464542,NA,"no","yes","no",5994983,16.7,73594,5.3,48.1,52,90,40,49.9,29.6,10.6,6.4,"0.2","N/A",3.2,0.235,0.085,0.118,0.247,0.144,0.171
"Maryland",2014,2964.79902586394,NA,"no","yes","no",5975346,15.2,76165,6,48.1,52,90,40,49.9,29.6,10.6,6.4,"0.2","N/A",3.2,0.235,0.085,0.118,0.247,0.144,0.171
"Maryland",2013,3134.55537768384,40.5,"no","yes","no",5938737,17.6,65262,6.8,48.1,52,90,40,49.9,29.6,10.6,6.4,"0.2","N/A",3.2,0.235,0.085,0.118,0.247,0.144,0.171
"Maryland",2012,3235.33170157767,NA,"no","no","no",5884868,NA,NA,NA,48.1,52,90,40,49.9,29.6,10.6,6.4,"0.2","N/A",3.2,0.235,0.085,0.118,0.247,0.144,0.171
"Maryland",2011,3350.63939617493,NA,"no","no","no",5839572,13.7,68876,7,48.1,52,90,40,49.9,29.6,10.6,6.4,"0.2","N/A",3.2,0.235,0.085,0.118,0.247,0.144,0.171
"Maryland",2010,3541.77840084858,NA,"no","no","no",5785681,13.3,64201,7.5,48.1,52,90,40,49.9,29.6,10.6,6.4,"0.2","N/A",3.2,0.235,0.085,0.118,0.247,0.144,0.171
"Maryland",2009,3790.61029799571,40.5,"No","No","No",5699478,13.2,64186,7,48.1,52,90,40,49.9,29.6,10.6,6.4,"0.2","N/A",3.2,0.235,0.085,0.118,0.247,0.144,0.171
"Maryland",2008,4145.80595665611,44.3,"No","No","No",5633597,13.3,63711,4.4,48.1,52,90,40,49.9,29.6,10.6,6.4,"0.2","N/A",3.2,0.235,0.085,0.118,0.247,0.144,0.171
"Maryland",2007,4073.40668353522,47.8,"No","No","No",5618344,NA,NA,NA,48.1,52,90,40,49.9,29.6,10.6,6.4,"0.2","N/A",3.2,0.235,0.085,0.118,0.247,0.144,0.171
"Maine",2020,1264.75679206838,31,"yes","yes","yes",1350141,18.3,59489,9.1,49.4,50.6,93,32,93.2,1.4,1.7,1.1,"0.7","N/A",1.9,0.184,0.066,0.117,0.251,0.15,0.232
"Maine",2019,1363.75457916286,NA,"yes","yes","yes",1345770,18.3,58900,2.9,49.4,50.6,93,32,93.2,1.4,1.7,1.1,"0.7","N/A",1.9,0.184,0.066,0.117,0.251,0.15,0.232
"Maine",2018,1471.25925184664,NA,"yes","yes","yes",1339057,19.2,58663,3,49.4,50.6,93,32,93.2,1.4,1.7,1.1,"0.7","N/A",1.9,0.184,0.066,0.117,0.251,0.15,0.232
"Maine",2017,1629.28640820695,NA,"yes","yes","yes",1335063,19.7,51664,3.4,49.4,50.6,93,32,93.2,1.4,1.7,1.1,"0.7","N/A",1.9,0.184,0.066,0.117,0.251,0.15,0.232
"Maine",2016,1770.89409967585,27.9,"yes","yes","yes",1330232,18.9,50856,3.9,49.4,50.6,93,32,93.2,1.4,1.7,1.1,"0.7","N/A",1.9,0.184,0.066,0.117,0.251,0.15,0.232
"Maine",2015,1962.23559614368,NA,"yes","yes","no",1329453,18.2,50756,4.8,49.4,50.6,93,32,93.2,1.4,1.7,1.1,"0.7","N/A",1.9,0.184,0.066,0.117,0.251,0.15,0.232
"Maine",2014,2114.25469984725,NA,"yes","yes","no",1330256,18.4,51710,6,49.4,50.6,93,32,93.2,1.4,1.7,1.1,"0.7","N/A",1.9,0.184,0.066,0.117,0.251,0.15,0.232
"Maine",2013,2424.54666283335,22.4,"yes","yes","no",1328702,18.7,50121,7,49.4,50.6,93,32,93.2,1.4,1.7,1.1,"0.7","N/A",1.9,0.184,0.066,0.117,0.251,0.15,0.232
"Maine",2012,2636.35480891621,NA,"yes","yes","no",1328501,NA,NA,NA,49.4,50.6,93,32,93.2,1.4,1.7,1.1,"0.7","N/A",1.9,0.184,0.066,0.117,0.251,0.15,0.232
"Maine",2011,2669.61425440181,NA,"yes","yes","no",1328544,14.8,49693,7.5,49.4,50.6,93,32,93.2,1.4,1.7,1.1,"0.7","N/A",1.9,0.184,0.066,0.117,0.251,0.15,0.232
"Maine",2010,2600.68902702243,33.5,"yes","yes","no",1327379,15.4,47931,7.9,49.4,50.6,93,32,93.2,1.4,1.7,1.1,"0.7","N/A",1.9,0.184,0.066,0.117,0.251,0.15,0.232
"Maine",2009,2523.24772567115,NA,"Yes","Yes","No",1318301,15.8,47502,8,49.4,50.6,93,32,93.2,1.4,1.7,1.1,"0.7","N/A",1.9,0.184,0.066,0.117,0.251,0.15,0.232
"Maine",2008,2569.93017616996,NA,"No","Yes","No",1316456,16,47228,5.4,49.4,50.6,93,32,93.2,1.4,1.7,1.1,"0.7","N/A",1.9,0.184,0.066,0.117,0.251,0.15,0.232
"Maine",2007,2546.75233277685,NA,"No","Yes","No",1317207,NA,NA,NA,49.4,50.6,93,32,93.2,1.4,1.7,1.1,"0.7","N/A",1.9,0.184,0.066,0.117,0.251,0.15,0.232
"Michigan",2020,1838.89016816744,26.7,"yes","yes","yes",9966555,19,59234,22.7,48.8,51.2,91,29,74.9,13.4,5.3,3.2,"0.5","N/A",2.7,0.226,0.092,0.123,0.236,0.128,0.196
"Michigan",2019,2024.17776228756,29.1,"yes","yes","yes",9984795,19.3,59600,4.2,48.8,51.2,91,29,74.9,13.4,5.3,3.2,"0.5","N/A",2.7,0.226,0.092,0.123,0.236,0.128,0.196
"Michigan",2018,2116.99194476963,28.1,"yes","yes","yes",9984072,19.1,60449,4.4,48.8,51.2,91,29,74.9,13.4,5.3,3.2,"0.5","N/A",2.7,0.226,0.092,0.123,0.236,0.128,0.196
"Michigan",2017,2252.52537301105,29.8,"no","yes","no",9976447,20,57700,4.7,48.8,51.2,91,29,74.9,13.4,5.3,3.2,"0.5","N/A",2.7,0.226,0.092,0.123,0.236,0.128,0.196
"Michigan",2016,2376.12429524702,31,"no","yes","no",9933445,19.6,57091,4.9,48.8,51.2,91,29,74.9,13.4,5.3,3.2,"0.5","N/A",2.7,0.226,0.092,0.123,0.236,0.128,0.196
"Michigan",2015,2348.35342616722,NA,"no","yes","no",9917715,20.1,54203,5.9,48.8,51.2,91,29,74.9,13.4,5.3,3.2,"0.5","N/A",2.7,0.226,0.092,0.123,0.236,0.128,0.196
"Michigan",2014,2473.1689401275,29,"no","yes","no",9916306,19.9,52005,8,48.8,51.2,91,29,74.9,13.4,5.3,3.2,"0.5","N/A",2.7,0.226,0.092,0.123,0.236,0.128,0.196
"Michigan",2013,2777.19377668227,NA,"no","yes","no",9898193,20.3,48801,9,48.8,51.2,91,29,74.9,13.4,5.3,3.2,"0.5","N/A",2.7,0.226,0.092,0.123,0.236,0.128,0.196
"Michigan",2012,2977.0850933856,NA,"no","yes","no",9882519,NA,NA,NA,48.8,51.2,91,29,74.9,13.4,5.3,3.2,"0.5","N/A",2.7,0.226,0.092,0.123,0.236,0.128,0.196
"Michigan",2011,2987.40452500764,29,"no","yes","no",9876801,16.1,48879,10.3,48.8,51.2,91,29,74.9,13.4,5.3,3.2,"0.5","N/A",2.7,0.226,0.092,0.123,0.236,0.128,0.196
"Michigan",2010,3241.76738151913,29,"no","yes","no",9877143,17.4,46276,12.5,48.8,51.2,91,29,74.9,13.4,5.3,3.2,"0.5","N/A",2.7,0.226,0.092,0.123,0.236,0.128,0.196
"Michigan",2009,3334.7452743691,NA,"No","Yes","No",9969727,18.1,45994,13.6,48.8,51.2,91,29,74.9,13.4,5.3,3.2,"0.5","N/A",2.7,0.226,0.092,0.123,0.236,0.128,0.196
"Michigan",2008,3436.33408647561,NA,"No","Yes","No",10003422,18.2,49788,8.4,48.8,51.2,91,29,74.9,13.4,5.3,3.2,"0.5","N/A",2.7,0.226,0.092,0.123,0.236,0.128,0.196
"Michigan",2007,27540.3182643275,31,"No","No","No",1317207,NA,NA,NA,48.8,51.2,91,29,74.9,13.4,5.3,3.2,"0.5","N/A",2.7,0.226,0.092,0.123,0.236,0.128,0.196
"Minnesota",2020,2402.36492685081,NA,"yes","yes","no",5657342,21.5,73382,9,49.5,50.5,93,36,79.1,6.4,5.6,4.9,"0.9","N/A",3,0.244,0.094,0.117,0.253,0.133,0.16
"Minnesota",2019,2329.16250964308,NA,"yes","yes","no",5640053,21.1,74600,3.4,49.5,50.5,93,36,79.1,6.4,5.6,4.9,"0.9","N/A",3,0.244,0.094,0.117,0.253,0.133,0.16
"Minnesota",2018,2222.32369628962,NA,"yes","yes","no",5606249,20.8,71817,3.2,49.5,50.5,93,36,79.1,6.4,5.6,4.9,"0.9","N/A",3,0.244,0.094,0.117,0.253,0.133,0.16
"Minnesota",2017,2438.4199074918,NA,"yes","yes","no",5568155,22,71920,3.7,49.5,50.5,93,36,79.1,6.4,5.6,4.9,"0.9","N/A",3,0.244,0.094,0.117,0.253,0.133,0.16
"Minnesota",2016,2372.61201256097,26,"yes","yes","no",5525050,20.3,70218,3.8,49.5,50.5,93,36,79.1,6.4,5.6,4.9,"0.9","N/A",3,0.244,0.094,0.117,0.253,0.133,0.16
"Minnesota",2015,2467.93623636213,25,"yes","yes","no",5482435,20.3,68730,3.8,49.5,50.5,93,36,79.1,6.4,5.6,4.9,"0.9","N/A",3,0.244,0.094,0.117,0.253,0.133,0.16
"Minnesota",2014,2526.64177566026,26,"yes","yes","no",5457125,22.2,67244,4.6,49.5,50.5,93,36,79.1,6.4,5.6,4.9,"0.9","N/A",3,0.244,0.094,0.117,0.253,0.133,0.16
"Minnesota",2013,2654.02817379372,25,"yes","no","no",5422060,22.9,60907,5.3,49.5,50.5,93,36,79.1,6.4,5.6,4.9,"0.9","N/A",3,0.244,0.094,0.117,0.253,0.133,0.16
"Minnesota",2012,2798.90163776576,25,"yes","no","no",5379646,NA,NA,NA,49.5,50.5,93,36,79.1,6.4,5.6,4.9,"0.9","N/A",3,0.244,0.094,0.117,0.253,0.133,0.16
"Minnesota",2011,2777.21518845309,26,"yes","no","no",5347299,18.4,57820,6.4,49.5,50.5,93,36,79.1,6.4,5.6,4.9,"0.9","N/A",3,0.244,0.094,0.117,0.253,0.133,0.16
"Minnesota",2010,2804.66187052527,25,"yes","no","no",5310658,20,52321,7.3,49.5,50.5,93,36,79.1,6.4,5.6,4.9,"0.9","N/A",3,0.244,0.094,0.117,0.253,0.133,0.16
"Minnesota",2009,2884.89985405075,NA,"No","No","No",5266214,17.2,56090,8,49.5,50.5,93,36,79.1,6.4,5.6,4.9,"0.9","N/A",3,0.244,0.094,0.117,0.253,0.133,0.16
"Minnesota",2008,3113.30966844833,NA,"No","No","No",5220393,16.1,54925,5.4,49.5,50.5,93,36,79.1,6.4,5.6,4.9,"0.9","N/A",3,0.244,0.094,0.117,0.253,0.133,0.16
"Minnesota",2007,3325.21359291106,61.2,"No","No","No",5197621,NA,NA,NA,49.5,50.5,93,36,79.1,6.4,5.6,4.9,"0.9","N/A",3,0.244,0.094,0.117,0.253,0.133,0.16
"Missouri",2020,3073.74664068296,NA,"yes","yes","no",6151548,18.1,57290,11.2,48.7,51.3,90,29,79.4,11.2,4.3,2.1,"0.4","0.1",2.6,0.239,0.089,0.112,0.243,0.133,0.184
"Missouri",2019,3157.78502477414,NA,"yes","yes","no",6140475,19.1,57400,3.2,48.7,51.3,90,29,79.4,11.2,4.3,2.1,"0.4","0.1",2.6,0.239,0.089,0.112,0.243,0.133,0.184
"Missouri",2018,3159.19487364707,NA,"yes","yes","no",6121623,20.1,61726,3.4,48.7,51.3,90,29,79.4,11.2,4.3,2.1,"0.4","0.1",2.6,0.239,0.089,0.112,0.243,0.133,0.184
"Missouri",2017,3369.50521656966,40,"yes","no","no",6108612,19.9,56885,4.1,48.7,51.3,90,29,79.4,11.2,4.3,2.1,"0.4","0.1",2.6,0.239,0.089,0.112,0.243,0.133,0.184
"Missouri",2016,3322.52753819624,40.1,"yes","no","no",6091176,18,55016,4.4,48.7,51.3,90,29,79.4,11.2,4.3,2.1,"0.4","0.1",2.6,0.239,0.089,0.112,0.243,0.133,0.184
"Missouri",2015,3358.67591015706,NA,"yes","no","no",6076204,16.5,59196,5.6,48.7,51.3,90,29,79.4,11.2,4.3,2.1,"0.4","0.1",2.6,0.239,0.089,0.112,0.243,0.133,0.184
"Missouri",2014,3352.96504995937,46.2,"yes","no","no",6063827,18.7,56630,6.6,48.7,51.3,90,29,79.4,11.2,4.3,2.1,"0.4","0.1",2.6,0.239,0.089,0.112,0.243,0.133,0.184
"Missouri",2013,3571.11603021183,46.1,"no","no","no",6044917,18.7,50311,6.9,48.7,51.3,90,29,79.4,11.2,4.3,2.1,"0.4","0.1",2.6,0.239,0.089,0.112,0.243,0.133,0.184
"Missouri",2012,3767.96698559653,46.2,"no","no","no",6024522,NA,NA,NA,48.7,51.3,90,29,79.4,11.2,4.3,2.1,"0.4","0.1",2.6,0.239,0.089,0.112,0.243,0.133,0.184
"Missouri",2011,3760.58581617125,45.7,"no","no","no",6008984,16.4,45774,8.6,48.7,51.3,90,29,79.4,11.2,4.3,2.1,"0.4","0.1",2.6,0.239,0.089,0.112,0.243,0.133,0.184
"Missouri",2010,3807.6859890772,46.6,"no","no","no",5995715,16.2,45817,9.6,48.7,51.3,90,29,79.4,11.2,4.3,2.1,"0.4","0.1",2.6,0.239,0.089,0.112,0.243,0.133,0.184
"Missouri",2009,3877.05884514278,NA,"No","No","No",5987580,15.8,48769,9.3,48.7,51.3,90,29,79.4,11.2,4.3,2.1,"0.4","0.1",2.6,0.239,0.089,0.112,0.243,0.133,0.184
"Missouri",2008,4168.14046270006,NA,"No","No","No",5911605,16.3,46038,6.1,48.7,51.3,90,29,79.4,11.2,4.3,2.1,"0.4","0.1",2.6,0.239,0.089,0.112,0.243,0.133,0.184
"Missouri",2007,4243.33770242489,54.4,"No","No","No",5878415,NA,NA,NA,48.7,51.3,90,29,79.4,11.2,4.3,2.1,"0.4","0.1",2.6,0.239,0.089,0.112,0.243,0.133,0.184
"Mississippi",2020,2392.79139108786,37.4,"no","no","no",2966786,14.9,46511,15.4,48.5,51.5,85,22,56.6,37.6,3,1,"0.4","N/A",1.4,0.248,0.08,0.127,0.252,0.125,0.168
"Mississippi",2019,2602.42083628951,NA,"no","no","no",2978227,14.1,45800,5.3,48.5,51.5,85,22,56.6,37.6,3,1,"0.4","N/A",1.4,0.248,0.08,0.127,0.252,0.125,0.168
"Mississippi",2018,2671.23333624062,35.4,"no","no","no",2981020,14.2,42781,4.9,48.5,51.5,85,22,56.6,37.6,3,1,"0.4","N/A",1.4,0.248,0.08,0.127,0.252,0.125,0.168
"Mississippi",2017,3024.58839006269,NA,"no","no","no",2989663,13.7,43441,5.5,48.5,51.5,85,22,56.6,37.6,3,1,"0.4","N/A",1.4,0.248,0.08,0.127,0.252,0.125,0.168
"Mississippi",2016,3045.874694138,37,"no","no","no",2985415,13.3,41099,6.2,48.5,51.5,85,22,56.6,37.6,3,1,"0.4","N/A",1.4,0.248,0.08,0.127,0.252,0.125,0.168
"Mississippi",2015,3143.61792874132,32,"no","no","no",2989390,14.4,40037,6.7,48.5,51.5,85,22,56.6,37.6,3,1,"0.4","N/A",1.4,0.248,0.08,0.127,0.252,0.125,0.168
"Mississippi",2014,3180.8856891546,NA,"no","no","no",2993443,13.6,35521,8,48.5,51.5,85,22,56.6,37.6,3,1,"0.4","N/A",1.4,0.248,0.08,0.127,0.252,0.125,0.168
"Mississippi",2013,3002.83469787842,NA,"no","no","no",2992206,13.4,40850,8.7,48.5,51.5,85,22,56.6,37.6,3,1,"0.4","N/A",1.4,0.248,0.08,0.127,0.252,0.125,0.168
"Mississippi",2012,3070.60222002712,NA,"no","no","no",2986450,NA,NA,NA,48.5,51.5,85,22,56.6,37.6,3,1,"0.4","N/A",1.4,0.248,0.08,0.127,0.252,0.125,0.168
"Mississippi",2011,3285.28673965737,NA,"no","no","no",2977457,10,41090,10.7,48.5,51.5,85,22,56.6,37.6,3,1,"0.4","N/A",1.4,0.248,0.08,0.127,0.252,0.125,0.168
"Mississippi",2010,3252.27805925244,NA,"no","no","no",2970072,10.4,38160,10.4,48.5,51.5,85,22,56.6,37.6,3,1,"0.4","N/A",1.4,0.248,0.08,0.127,0.252,0.125,0.168
"Mississippi",2009,3234.59110378198,NA,"No","No","No",2951996,11.1,35078,9.6,48.5,51.5,85,22,56.6,37.6,3,1,"0.4","N/A",1.4,0.248,0.08,0.127,0.252,0.125,0.168
"Mississippi",2008,3225.35967587485,NA,"No","No","No",2938618,10.5,36446,6.9,48.5,51.5,85,22,56.6,37.6,3,1,"0.4","N/A",1.4,0.248,0.08,0.127,0.252,0.125,0.168
"Mississippi",2007,3492.06947411337,33.3,"No","No","No",2918785,NA,NA,NA,48.5,51.5,85,22,56.6,37.6,3,1,"0.4","N/A",1.4,0.248,0.08,0.127,0.252,0.125,0.168
"Montana",2020,2590.65295670739,NA,"no","no","no",1080577,22,56539,12.2,50.1,49.9,94,32,86.1,0.6,3.7,0.8,"6.1","N/A",2.8,0.228,0.074,0.123,0.233,0.135,0.207
"Montana",2019,2653.99398013126,NA,"no","no","no",1070123,19.5,57200,3.5,50.1,49.9,94,32,86.1,0.6,3.7,0.8,"6.1","N/A",2.8,0.228,0.074,0.123,0.233,0.135,0.207
"Montana",2018,2906.38420236361,NA,"no","no","no",1060665,21,57679,3.9,50.1,49.9,94,32,86.1,0.6,3.7,0.8,"6.1","N/A",2.8,0.228,0.074,0.123,0.233,0.135,0.207
"Montana",2017,2965.65345791908,38.57,"no","no","no",1053090,20.5,59087,4.1,50.1,49.9,94,32,86.1,0.6,3.7,0.8,"6.1","N/A",2.8,0.228,0.074,0.123,0.233,0.135,0.207
"Montana",2016,3084.9482408035,38.6,"no","no","no",1038656,21.4,57075,4.4,50.1,49.9,94,32,86.1,0.6,3.7,0.8,"6.1","N/A",2.8,0.228,0.074,0.123,0.233,0.135,0.207
"Montana",2015,2996.20278798108,36.6,"no","no","no",1032073,20.3,51395,4.3,50.1,49.9,94,32,86.1,0.6,3.7,0.8,"6.1","N/A",2.8,0.228,0.074,0.123,0.233,0.135,0.207
"Montana",2014,2822.96052194376,36.7,"no","no","no",1023252,22,51102,4.9,50.1,49.9,94,32,86.1,0.6,3.7,0.8,"6.1","N/A",2.8,0.228,0.074,0.123,0.233,0.135,0.207
"Montana",2013,2869.25144649924,NA,"no","no","no",1014864,23,44132,5.5,50.1,49.9,94,32,86.1,0.6,3.7,0.8,"6.1","N/A",2.8,0.228,0.074,0.123,0.233,0.135,0.207
"Montana",2012,2874.70636324036,NA,"no","no","no",1005494,NA,NA,NA,50.1,49.9,94,32,86.1,0.6,3.7,0.8,"6.1","N/A",2.8,0.228,0.074,0.123,0.233,0.135,0.207
"Montana",2011,2670.22964576357,NA,"no","no","no",997667,17.2,40277,6.8,50.1,49.9,94,32,86.1,0.6,3.7,0.8,"6.1","N/A",2.8,0.228,0.074,0.123,0.233,0.135,0.207
"Montana",2010,2839.87817848991,NA,"no","no","no",990958,17.5,41280,7.2,50.1,49.9,94,32,86.1,0.6,3.7,0.8,"6.1","N/A",2.8,0.228,0.074,0.123,0.233,0.135,0.207
"Montana",2009,2717.67168655236,NA,"No","No","No",974989,17.4,40437,6.2,50.1,49.9,94,32,86.1,0.6,3.7,0.8,"6.1","N/A",2.8,0.228,0.074,0.123,0.233,0.135,0.207
"Montana",2008,2861.05598279997,NA,"No","No","No",967440,16.5,42900,4.5,50.1,49.9,94,32,86.1,0.6,3.7,0.8,"6.1","N/A",2.8,0.228,0.074,0.123,0.233,0.135,0.207
"Montana",2007,3052.9481835047,42.1,"No","No","No",957861,NA,NA,NA,50.1,49.9,94,32,86.1,0.6,3.7,0.8,"6.1","N/A",2.8,0.228,0.074,0.123,0.233,0.135,0.207
"North Carolina",2020,2645.80400974528,NA,"no","no","no",10600823,14.8,56642,14.2,48.5,51.5,88,31,62.7,20.9,9.7,2.9,"1.1000000000000001","<1.0",2.6,0.225,0.097,0.12,0.252,0.133,0.172
"North Carolina",2019,2770.1872438909,NA,"no","no","no",10501384,16.1,57300,3.9,48.5,51.5,88,31,62.7,20.9,9.7,2.9,"1.1000000000000001","<1.0",2.6,0.225,0.097,0.12,0.252,0.133,0.172
"North Carolina",2018,2699.99417239033,NA,"no","no","no",10381615,16.8,53369,4.1,48.5,51.5,88,31,62.7,20.9,9.7,2.9,"1.1000000000000001","<1.0",2.6,0.225,0.097,0.12,0.252,0.133,0.172
"North Carolina",2017,2955.23230907037,43,"no","no","no",10270800,15.8,50343,4.7,48.5,51.5,88,31,62.7,20.9,9.7,2.9,"1.1000000000000001","<1.0",2.6,0.225,0.097,0.12,0.252,0.133,0.172
"North Carolina",2016,3106.64233196468,NA,"no","no","no",10156689,14.9,53764,5.2,48.5,51.5,88,31,62.7,20.9,9.7,2.9,"1.1000000000000001","<1.0",2.6,0.225,0.097,0.12,0.252,0.133,0.172
"North Carolina",2015,3095.5978294772,41,"no","no","no",10035186,14.7,50797,5.7,48.5,51.5,88,31,62.7,20.9,9.7,2.9,"1.1000000000000001","<1.0",2.6,0.225,0.097,0.12,0.252,0.133,0.172
"North Carolina",2014,3201.24357331359,40.7,"no","no","no",9940387,14.1,46784,6.3,48.5,51.5,88,31,62.7,20.9,9.7,2.9,"1.1000000000000001","<1.0",2.6,0.225,0.097,0.12,0.252,0.133,0.172
